Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-2K-A9WE-01A-11D-A381-01	1	3218610	247812431	128595	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	2	484222	242476062	130804	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	3	2212571	197538677	105938	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	4	1053934	188762240	102137	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	5	914622	100999874	52901	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	5	101300621	101441938	102	-0.631591
TCGA-2K-A9WE-01A-11D-A381-01	5	101445231	180360469	47031	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	6	1014281	170903919	95996	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	7	708774	158385118	80987	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	8	617667	145232496	81116	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	9	789932	140938752	67669	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	10	415240	56696068	32276	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	10	56701762	56907304	122	-0.875740
TCGA-2K-A9WE-01A-11D-A381-01	10	56907782	135225087	48095	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	11	456120	134132624	76810	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	12	889902	133155338	73464	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	13	19450806	114987458	56281	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	14	20501368	105986740	49157	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	15	23687685	35326490	4864	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	15	35327128	35343449	6	-1.051510
TCGA-2K-A9WE-01A-11D-A381-01	15	35343812	101884307	39340	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	16	653503	89379936	40498	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	17	987221	80917016	36709	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	18	329586	77107934	42400	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	19	284018	58878226	23696	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	20	456452	62219837	37015	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	21	15372509	47678295	20393	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	22	17423930	49331012	16743	0.000000
TCGA-2K-A9WE-01A-11D-A381-01	X	3157107	154905589	62498	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	1	3218610	247812431	128595	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	2	484222	242476062	130804	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	3	2212571	197538677	105938	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	4	1053934	19906494	11565	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	4	19907498	19925652	14	-0.535570
TCGA-2Z-A9J1-01A-11D-A381-01	4	19927771	96704454	41106	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	4	96718222	96722553	8	-0.935482
TCGA-2Z-A9J1-01A-11D-A381-01	4	96723197	188762240	49444	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	5	914622	180360469	100034	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	6	1014281	170903919	95996	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	7	708774	158385118	80987	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	8	617667	145232496	81116	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	9	789932	140938752	67669	0.000000
TCGA-2Z-A9J1-01A-11D-A381-01	10	415240	135225087	80493	0.000000
