"var","hr","pval","hr_ci95"
"cyt.catmed",0.8,"3.11e-01","0.5 to 1.3"
"cyt.cathigh",0.8,"4.14e-01","0.4 to 1.5"
"age.cat>=65",1.3,"2.10e-01","0.9 to 2.1"
"gendermale",1,"8.55e-01","0.6 to 1.5"
"tnm_stageII",2.8,"1.28e-04","1.7 to 4.9"
"tnm_stageIII",3.5,"4.67e-06","2 to 6"
"tnm_stageIV",2.7,"3.72e-02","1.1 to 6.7"
"TMB.cathigh",1.1,"7.40e-01","0.7 to 1.7"
"PDL1.catmed",0.8,"4.33e-01","0.5 to 1.4"
"PDL1.cathigh",0.9,"7.17e-01","0.5 to 1.6"
"cyt.bool1",0.9,"8.12e-01","0.4 to 1.9"
"age.cat>=65",0.9,"6.60e-01","0.5 to 1.7"
"gendermale",1.3,"3.64e-01","0.7 to 2.5"
"tnm_stageII",4.2,"2.27e-04","2 to 9"
"tnm_stageIII",4.2,"2.98e-04","1.9 to 9"
"tnm_stageIV",2.4,"1.89e-01","0.6 to 9.1"
"TMB.cathigh",1,"9.23e-01","0.5 to 1.8"
"PDL1.catmed",0.7,"3.24e-01","0.3 to 1.5"
"PDL1.cathigh",0.7,"3.06e-01","0.3 to 1.5"
"TMB.cathigh",1,"8.85e-01","0.7 to 1.6"
"age.cat>=65",1.3,"2.40e-01","0.8 to 2"
"gendermale",1,"8.96e-01","0.6 to 1.5"
"tnm_stageII",2.9,"1.17e-04","1.7 to 4.9"
"tnm_stageIII",3.7,"6.39e-07","2.2 to 6.3"
"tnm_stageIV",2.7,"3.05e-02","1.1 to 6.9"
"PDL1.catmed",0.7,"1.74e-01","0.4 to 1.2"
"PDL1.cathigh",0.8,"5.42e-01","0.5 to 1.5"
"PDL1.catmed",0.7,"1.74e-01","0.4 to 1.2"
"PDL1.cathigh",0.8,"5.42e-01","0.5 to 1.5"
"age.cat>=65",1.3,"2.40e-01","0.8 to 2"
"gendermale",1,"8.96e-01","0.6 to 1.5"
"tnm_stageII",2.9,"1.17e-04","1.7 to 4.9"
"tnm_stageIII",3.7,"6.39e-07","2.2 to 6.3"
"tnm_stageIV",2.7,"3.05e-02","1.1 to 6.9"
"TMB.cathigh",1,"8.85e-01","0.7 to 1.6"
"nmdptc_mut.bool1",1.8,"3.41e-01","0.5 to 6"
"age.cat>=65",1.3,"3.24e-01","0.8 to 2"
"gendermale",1,"8.67e-01","0.6 to 1.5"
"tnm_stageII",3,"6.63e-05","1.7 to 5.1"
"tnm_stageIII",3.9,"3.94e-07","2.3 to 6.5"
"tnm_stageIV",2.7,"3.48e-02","1.1 to 6.7"
"TMB.cathigh",1,"9.14e-01","0.7 to 1.6"
"PDL1.catmed",0.7,"1.14e-01","0.4 to 1.1"
"PDL1.cathigh",0.8,"4.45e-01","0.4 to 1.4"
"nmdfs_mut.bool1",0.7,"2.64e-01","0.4 to 1.3"
"age.cat>=65",1.4,"1.69e-01","0.9 to 2.2"
"gendermale",1,"8.65e-01","0.6 to 1.5"
"tnm_stageII",2.8,"1.89e-04","1.6 to 4.8"
"tnm_stageIII",3.7,"1.10e-06","2.2 to 6.2"
"tnm_stageIV",2.9,"2.48e-02","1.1 to 7.2"
"TMB.cathigh",1.1,"7.65e-01","0.7 to 1.6"
"PDL1.catmed",0.7,"2.39e-01","0.4 to 1.2"
"PDL1.cathigh",0.8,"5.80e-01","0.5 to 1.5"
"nmdns_mut.bool1",2.1,"8.60e-02","0.9 to 5.1"
"age.cat>=65",1.3,"3.04e-01","0.8 to 2"
"gendermale",0.9,"8.04e-01","0.6 to 1.5"
"tnm_stageII",3.1,"3.38e-05","1.8 to 5.4"
"tnm_stageIII",3.9,"3.73e-07","2.3 to 6.5"
"tnm_stageIV",2.8,"3.11e-02","1.1 to 7"
"TMB.cathigh",0.9,"7.94e-01","0.6 to 1.5"
"PDL1.catmed",0.6,"9.30e-02","0.4 to 1.1"
"PDL1.cathigh",0.8,"4.27e-01","0.4 to 1.4"
"silent",1,"6.41e-01","1 to 1"
"age.cat>=65",1.3,"2.43e-01","0.8 to 2"
"gendermale",1,"9.03e-01","0.6 to 1.5"
"tnm_stageII",2.9,"1.09e-04","1.7 to 4.9"
"tnm_stageIII",3.8,"6.04e-07","2.2 to 6.3"
"tnm_stageIV",2.7,"3.58e-02","1.1 to 6.7"
"TMB.cathigh",1.1,"6.76e-01","0.6 to 2"
"PDL1.catmed",0.7,"2.03e-01","0.4 to 1.2"
"PDL1.cathigh",0.9,"6.11e-01","0.5 to 1.6"
"missense",1,"6.53e-01","1 to 1"
"age.cat>=65",1.3,"2.46e-01","0.8 to 2"
"gendermale",1,"9.02e-01","0.6 to 1.5"
"tnm_stageII",2.9,"1.07e-04","1.7 to 4.9"
"tnm_stageIII",3.8,"6.15e-07","2.2 to 6.3"
"tnm_stageIV",2.7,"3.57e-02","1.1 to 6.7"
