Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-18-3406-01A-01D-0978-01	1	3218610	17749207	7501	0.175146
TCGA-18-3406-01A-01D-0978-01	1	17749504	17937997	101	0.665148
TCGA-18-3406-01A-01D-0978-01	1	17940434	165263768	68819	0.000000
TCGA-18-3406-01A-01D-0978-01	1	165264733	165265115	5	-0.904340
TCGA-18-3406-01A-01D-0978-01	1	165267530	247812431	52154	0.000000
TCGA-18-3406-01A-01D-0978-01	2	484222	10490433	6030	-0.395956
TCGA-18-3406-01A-01D-0978-01	2	10491985	10503495	10	-0.987693
TCGA-18-3406-01A-01D-0978-01	2	10505153	13804426	2263	-0.395956
TCGA-18-3406-01A-01D-0978-01	2	13804774	137217609	62455	0.000000
TCGA-18-3406-01A-01D-0978-01	2	137220611	137225071	11	-0.591730
TCGA-18-3406-01A-01D-0978-01	2	137225449	141751063	2334	0.000000
TCGA-18-3406-01A-01D-0978-01	2	141752788	142508103	542	-0.467162
TCGA-18-3406-01A-01D-0978-01	2	142514657	142842732	245	0.000000
TCGA-18-3406-01A-01D-0978-01	2	142845122	142870920	21	0.446976
TCGA-18-3406-01A-01D-0978-01	2	142874253	154154256	6468	-0.119057
TCGA-18-3406-01A-01D-0978-01	2	154154347	154376400	136	-0.595422
TCGA-18-3406-01A-01D-0978-01	2	154377672	171235149	9706	-0.119057
TCGA-18-3406-01A-01D-0978-01	2	171236060	186039473	8853	0.000000
TCGA-18-3406-01A-01D-0978-01	2	186162774	186270048	61	0.664739
TCGA-18-3406-01A-01D-0978-01	2	186274617	187040402	93	0.000000
TCGA-18-3406-01A-01D-0978-01	2	187042741	187310340	152	-0.394145
TCGA-18-3406-01A-01D-0978-01	2	187313451	203965056	8175	0.000000
TCGA-18-3406-01A-01D-0978-01	2	203970804	205145765	665	0.664072
TCGA-18-3406-01A-01D-0978-01	2	205145918	206009029	603	1.723220
TCGA-18-3406-01A-01D-0978-01	2	206009266	206184528	142	0.924922
TCGA-18-3406-01A-01D-0978-01	2	206192090	214392651	4858	-0.378074
TCGA-18-3406-01A-01D-0978-01	2	214392855	236401218	13443	0.000000
TCGA-18-3406-01A-01D-0978-01	2	236401742	236497084	60	-0.453100
TCGA-18-3406-01A-01D-0978-01	2	236500372	242476062	3458	0.000000
TCGA-18-3406-01A-01D-0978-01	3	2212571	20406855	10786	0.000000
TCGA-18-3406-01A-01D-0978-01	3	20409992	20468958	19	-0.532384
TCGA-18-3406-01A-01D-0978-01	3	20477076	55002757	19384	0.000000
TCGA-18-3406-01A-01D-0978-01	3	55003733	55069496	70	-0.286120
TCGA-18-3406-01A-01D-0978-01	3	55069650	86481888	18560	0.000000
TCGA-18-3406-01A-01D-0978-01	3	86486225	86750231	124	0.453500
TCGA-18-3406-01A-01D-0978-01	3	86752285	87809085	532	-0.443614
TCGA-18-3406-01A-01D-0978-01	3	87958942	95589781	2127	0.133080
