Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-3N-A9WB-06A-11D-A38F-01	1	3218610	107674832	59677	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	1	107678734	120523902	7854	1.221400
TCGA-3N-A9WB-06A-11D-A38F-01	1	120523955	247812431	61076	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	2	484222	242476062	130804	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	3	2212571	197538677	105957	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	4	1053934	188762240	102140	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	5	914233	180360469	100025	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	6	1014281	170903919	95989	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	7	708774	17059174	8309	2.079483
TCGA-3N-A9WB-06A-11D-A38F-01	7	17799600	24833151	4458	1.950408
TCGA-3N-A9WB-06A-11D-A38F-01	7	24834857	24953161	96	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	7	24959818	26111703	878	1.928992
TCGA-3N-A9WB-06A-11D-A38F-01	7	26182214	26256068	31	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	7	26264312	26853604	433	1.854734
TCGA-3N-A9WB-06A-11D-A38F-01	7	26858923	27042514	95	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	7	27061380	27252147	78	1.792789
TCGA-3N-A9WB-06A-11D-A38F-01	7	27255379	29539326	1436	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	7	29539626	30649671	629	1.881908
TCGA-3N-A9WB-06A-11D-A38F-01	7	30655082	57252686	16745	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	7	57919732	63318258	18	0.517689
TCGA-3N-A9WB-06A-11D-A38F-01	7	63318307	97599357	16350	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	7	97600114	97634446	13	1.487723
TCGA-3N-A9WB-06A-11D-A38F-01	7	97636617	158385118	31416	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	8	617667	145232496	81118	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	9	789932	21731366	13264	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	9	21732466	21834610	84	-0.837263
TCGA-3N-A9WB-06A-11D-A38F-01	9	21838505	21986218	70	-1.260843
TCGA-3N-A9WB-06A-11D-A38F-01	9	21988392	22694306	454	-0.837263
TCGA-3N-A9WB-06A-11D-A38F-01	9	22695593	140938752	53792	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	10	415240	135225087	80488	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	11	456120	12739551	7285	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	11	12747922	12916329	139	-0.940201
TCGA-3N-A9WB-06A-11D-A38F-01	11	12917750	134132624	69384	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	12	889902	133155338	73468	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	13	19450806	114987458	56277	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	14	20501368	105986740	49160	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	15	23687685	101884307	44216	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	16	653503	89379319	40498	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	17	987221	17921507	8416	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	17	17924868	18289404	208	0.679567
TCGA-3N-A9WB-06A-11D-A38F-01	17	18289536	80917016	28084	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	18	329586	77107934	42405	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	19	284018	58878226	23696	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	20	456452	62219648	37018	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	21	15372509	47678295	20400	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	22	17423930	49331012	16740	0.000000
TCGA-3N-A9WB-06A-11D-A38F-01	X	3157107	154905589	62508	0.000000
TCGA-3N-A9WC-06A-11D-A38F-01	1	3218610	9521236	3681	0.000000
TCGA-3N-A9WC-06A-11D-A38F-01	1	9526979	35977404	13431	0.554507
TCGA-3N-A9WC-06A-11D-A38F-01	1	35983222	36144731	75	0.000000
TCGA-3N-A9WC-06A-11D-A38F-01	1	36149654	36546655	153	0.512663
TCGA-3N-A9WC-06A-11D-A38F-01	1	36551486	153672043	51984	0.000000
TCGA-3N-A9WC-06A-11D-A38F-01	1	153737596	200595273	29068	0.648254
TCGA-3N-A9WC-06A-11D-A38F-01	1	200596263	200765701	90	-0.420841
TCGA-3N-A9WC-06A-11D-A38F-01	1	200769293	244635869	28842	0.649185
TCGA-3N-A9WC-06A-11D-A38F-01	1	244855051	247812431	1283	-0.429464
TCGA-3N-A9WC-06A-11D-A38F-01	2	484222	21818982	13673	-0.588766
TCGA-3N-A9WC-06A-11D-A38F-01	2	21822998	37242981	8259	0.000000
TCGA-3N-A9WC-06A-11D-A38F-01	2	37246489	37580111	192	0.532211
TCGA-3N-A9WC-06A-11D-A38F-01	2	38272432	70341575	18711	0.000000
TCGA-3N-A9WC-06A-11D-A38F-01	2	70344090	70437023	50	0.472527
TCGA-3N-A9WC-06A-11D-A38F-01	2	70438615	113344340	17908	0.000000
